Title,Article,Category
"US Market: Wall Street's three major stock indices close lower, with bank stocks creating biggest drag
","Wall Street's three major stock indices closed lower yesterday, with bank stocks creating the biggest drag. ",Business
"Asian & European stocks fall after sell-off in US Bank shares 
",Asian and European stocks fell today after sell-off in US Bank shares. ,Business
"Time for Indian products to be the best in quality in the world: Piyush Goyal
","The Union Minister for Commerce and Industry Piyush Goyal exhorted the industry to bring proposals for joint research projects, come up with new innovations and capture new markets. ",Business
"Gold price rises marginally by Rs 89 at Multi Commodity Exchange for April contracts
","Gold price on Thursday rose marginally by 89 rupees at Multi Commodity Exchange for April contracts. The precious metal was trading at around 55,000 rupees per 10 gram. ",Business
"Govt says trade in crypto currency to be covered under India's money laundering laws
","The government has said that Prevention of Money Laundering Act, 2002 will apply to trade in cryptocurrencies or virtual assets.",Business
"Centre directs NAFED, NCCF for immediate intervention in market for purchase of red onion in wake of reports of falling prices of onion
",Centre has directed National Agricultural Cooperative Marketing Federation of India Limited (NAFED) and National Consumers Cooperative Federation of India Limited (NCCF) for immediate intervention in the market for purchase of red onion in the wake of reports of falling prices of onion.,Business
"BSE & UN Women India launches a new programme, 'FinEMPOWER', at Bombay Stock Exchange 
","BSE and UN Women India launched a new programme, 'FinEMPOWER', at the Bombay Stock Exchange (BSE) today.",Business
"Asian markets end mostly higher; South Korea's Kospi index advances 1.2%
","Asian markets ended mostly higher. So, Japan's Nikkei-225 index climbed 1.1 per cent; Hong Kong's Hang Seng index edged up 0.2 per cent; South Korea's Kospi index advanced 1.2 per cent and Singapore's Straits Times index rose 0.4 per cent, But China's Shanghai Composite index she",Business
"Foreign investors pump more than Rs 9,400 crore into the Indian capital markets in March, so far
","Foreign investors pumped more than Rs 9,400 crore into the Indian capital markets this month, so far. Foreign Portfolio investors (FPIs) invested Rs 8,939 crore in the equities market, Rs 380 crore in the debt market and Rs 156 crore in the Voluntary Retention Route of the debt market.",Business
"Piyush Goyal expresses confidence that India's merchandise and services exports would touch 750 billion dollar this year
",Commerce and Industry Piyush Goyal on Saturday expressed confidence that the country's merchandise and services exports would touch 750 billion dollar this year. ,Business
"US share markets log gains amid volatile week
",The US share markets logged gains on Friday amid volatile week.,Business
"Gold price rise marginally by Rs 75 at Multi Commodity Exchange for April contracts
",Gold price today rose marginally by Rs 75 at Multi Commodity Exchange for April contracts. ,Business
"Government assures, there is no evidence of heat stress on wheat crop in major growing states  
",The Government has said that the condition of wheat crop in the major growing states is normal and there is no heat stress on the crop as of now.,Business
"Domestic share markets close with robust gains of more than one and a half percent
",Domestic share markets today closed with strong gains of more than one and a half percent.,Business
"

Retail inflation eases to 6.44% in February from 6.52% in January


short by Anmol Sharma / 
      06:17 pm on 13 Mar 2023,Monday

","The country's retail inflation, which is measured by the Consumer Price Index (CPI), eased to 6.44% in the month of February from 6.52% in January. The CPI inflation remained above the RBI's tolerance of 2% to 6% for the second consecutive month. India's retail inflation in December stood at 5.72%, and in November, it was at 5.88%.",Business
"

India to auction newly found lithium reserve in J&K: Govt


short by Srishty Choudhury / 
      05:15 pm on 13 Mar 2023,Monday

","Jammu and Kashmir will auction the lithium reserve discovered last month, Coal and Mines Minister Pralhad Joshi told Parliament. ""The exploitation of lithium will depend upon the successful auction of the mineral block,"" Joshi said, adding the timeline for an auction would be decided by J&K authorities. Lithium inferred resources of 5.9 million tonnes in J&K's Salal-Haimana area were discovered.
",Business
"

All SVB deposits transferred to new bridge bank, Tim Mayopoulos named CEO


short by Anmol Sharma / 
      06:47 pm on 13 Mar 2023,Monday

","The US Federal Deposit Insurance Corporation (FDIC) has transferred all deposits of Silicon Valley Bank (SVB) to a newly created bridge bank (Silicon Valley Bank, NA). The regulator stated that all depositors will have access to their money from Monday. The FDIC has named Tim Mayopoulos as the CEO of Silicon Valley Bank, NA.",Business
"

India discourages foreign trade settlement in Chinese yuan: Report


short by Srishty Choudhury / 
      08:58 pm on 13 Mar 2023,Monday

","Indian government has asked banks and traders to avoid using Chinese yuan to pay for Russian imports, Reuters cited government officials involved in policy making and banking sources as saying. India would prefer the use of UAE's dirhams to settle trade, the government officials added. One official said India cannot allow settlement in yuan till relations between the two improve.
",Business
"

Investors poorer by ₹4.35 lakh crore as Sensex crashes 900 points in a day


short by Hiral Goyal / 
      05:00 pm on 13 Mar 2023,Monday

","Retail investors were left poorer by ₹4.35 lakh crore on Monday after Sensex crashed nearly 900 points to close at 58,237. Benchmark indices slipped to a five-month low and all sectoral indices ended in the red. The decline came amid weak global cues and the collapse of two American banks, which ranked among the largest failures in US banking history.",Business
"

RIL, Piramal, Biocon among stocks that hit 52-week lows on Nifty


short by Srishty Choudhury / 
      07:02 pm on 13 Mar 2023,Monday

","As many as 158 stocks hit their 52-week lows on the NSE on Monday as the Nifty fell by 259 points to touch a five-month low. These stocks include Reliance Industries, Piramal Enterprises Limited, Biocon Limited, Crompton Greaves Consumer Electricals and Muthoot Finance, among others. While 28 stocks, including HAL, Binani Industries Limited and Cummins India hit their 52-week highs.
",Business
"

US banking system safe: Joe Biden after SVB, Signature collapse


short by Srishty Choudhury / 
      08:20 pm on 13 Mar 2023,Monday

","After the collapse of Silicon Valley Bank and Signature Bank, US President Joe Biden declared the US banking system ""safe"" and promised stiffer bank regulations. ""I'm going to ask Congress and the banking regulators to strengthen the rules for banks to make it less likely this kind of bank failure will happen again and to protect American jobs,"" he said.
",Business
"

Coinbase says it has $240 mn cash balance with Signature Bank


short by Aishwarya Awasthi / 
      05:09 pm on 13 Mar 2023,Monday

","Coinbase has said, as of March 10, it has a $240 million balance in corporate cash at Signature Bank which was shut down by regulators. ""As stated by the FDIC, we expect to fully recover these funds,"" it said. ""Due to FDIC's hold on Signature's transactions, we're currently facilitating all client cash transactions with other banking partners,"" it added.",Business
"

Adani Group sending out smear campaigns against me: Moitra


short by Nakul Ahuja / 
      05:15 pm on 13 Mar 2023,Monday

","TMC's Mahua Moitra on Monday said that the Adani Group and its PR team are sending out ""smear campaigns"" against her on WhatsApp. Responding to the issue, Shiv Sena (UBT) leader Priyanka Chaturvedi said that Moitra has been character assassinated because she has been vocal on the Adani-Hindenburg row and has been demanding transparency. ",Business
"

No committee formed to probe allegations against Adani Group: Govt


short by Nakul Ahuja / 
      06:02 pm on 13 Mar 2023,Monday

","The Union Finance Ministry on Monday informed the Parliament that the government had constituted no committee to probe the allegations of fraud against Adani Group that were made by Hindenburg Research. The government said the report did not have any ""significant impact at the systemic level"", although Adani Group's market capitalisation within two months had dipped by around 60%.",Business
"

Mahindra Group sells over 6% stake in Mahindra CIE Automotive


short by Srishty Choudhury / 
      05:53 pm on 13 Mar 2023,Monday

","Mahindra & Mahindra on Monday said it has sold over 6% stake in Mahindra CIE Automotive, representing around 2,29,80,000 equity shares. The sale has been executed on the stock exchanges at a gross price of ₹357.39 per share. Following the sale, Mahindra & Mahindra's shareholding in Mahindra CIE Automotive has come down to 3.19% from 9.25% of its share capital.
",Business
"

Paytm disbursed loans worth ₹8,086 cr in Jan-Feb, up 286% YoY


short by Anisha Joneja / 
      07:29 pm on 13 Mar 2023,Monday

","Paytm said it disbursed loans worth ₹8,086 crore on its platform in January and February 2023, increasing by 286% year-on-year (YoY). The fintech startup also informed the BSE that its merchant payment volumes grew 41% year-on-year in the two months. On Monday, Paytm's stock price closed at ₹580.90 per share, down by over 2%. ",Business
